"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Ruminococcus_callidus",0,0.0385066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122874,0,0.0274826,0,0,0,0.0017184,0,0,0.0102859,0,0.0011022,0,0,0.0099593,0.0009576,0.0016863,0,0.000256,0,0,0,0,0.0079853,0,0,0,0,0,0,0,0,0,0,0,0.004395,0,0,0,0,0,0,0.0028737,0,0.0187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58e-05,0,0.0009833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125059,0,0,0,0,0,0.0004786,0,0,0,0,0.0007361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153016,0,0.0008746,0,0.0349163,0,0,0,0,0,0,0
"Ruminococcus_lactaris",0,0.0131336,4.4e-06,0,0,0,1.29e-05,2.4e-06,0,0,0,0,0.0455113,0,0,0,0,0,0,0,0.0340082,0,0,0.0057081,0.0179648,0.0211966,0.0170278,0.0138689,0,0,0.0102694,0,0.0256068,0,0,0,0.0121836,0.0046522,0.0043617,0.0096087,0.0470027,0.0057177,0,0,0,0,0,0,0,0,0.0016045,0,0,0,0,1.34e-05,0,3e-06,5.5e-06,6.8e-06,0,0,0,0,0.0017364,0,0.0024026,0,0,0,0,0,0.0141158,0.0021107,0.0038462,0,0,0,0,0,0.008411,0,0.0003564,0.0009202,0,0,0,0,0,1.87e-05,0,0.0066821,9.5e-06,0,0.0191422,0,0,0.0063511,0,0,0,0.0007694,0.0031543,0,4e-06,0,2.22e-05,2.76e-05,4e-06,1.2e-06,0.0086754,0,8.6e-06,0.0487108,6.3e-06,1.86e-05,4.4e-06,0,0.0110529,0.0150049,0.0080538,0.0045861,0.0117687,0,2.3e-06,0.0089771,7.2e-06,2.2e-06,0,0,0,3e-06,4.7e-06,0.0016914,0,0,1.02e-05,1.5e-06,0.0165186,0.0029595,0,0.0034552,0,0,0,0,0,0.015208,0.0144882,0,0,0,0.0284295,0.010132,0
"Ruminococcus_sp_5_1_39BFAA",0,0.0636125,0.0121326,0.0444685,0.116156,0,0,0.0386771,0.0693753,0,0.0264224,0.0369876,0.0118698,0.106156,0.0617225,0.0276662,0.041336,0.0771128,0,0.105705,0.0943224,0,0.0544205,0.0335559,0.105944,0.0660647,0.0638638,0.133682,0.0400209,0.180976,0.0205911,0,0.0308126,0.0205364,0.0474797,0.0484866,0.0660109,0.0290232,0.0171915,0.0223734,0.105508,0.0215794,0,0,0,0.140235,0.0227392,0,0,0,0.0448179,0,0,0.138879,0,0.0281184,0,0.0462751,0.0067421,0.0083226,0,0.0896316,0,0.178921,0.0680957,0.0117226,0.0080676,0.0167447,0,0.0783418,0.0831277,0,0.0224812,0.0082473,0.0123565,0,0.0645715,0,0.402824,0,0.0474819,0,0.0295655,0,0,0,0,0,0.0478718,0,0.046915,0.0282207,0.147083,0.204301,0.106977,0,0,0.0131128,0,0,0,0.0190868,0.0172418,0.146237,0.0250302,0.0464299,0.013183,0,0,0.0417983,0.0204468,0,0.0517772,0.0050241,0.0330486,0.0345022,0.0030548,0.0206291,0.0442913,0.0133204,0.0427544,0.0093379,0.0229661,0,0,0.0024187,0,0.154982,0,0,0,0,0.0910357,0.0372632,0,0.113222,0,0,0.0297251,0,0,0.0343313,0.0205197,0.0100422,0,0.0083475,0,0.0128467,0.0406059,0,0,0,0.0191686,0.0520069,0.0478738
"Subdoligranulum_sp_4_3_54A2FAA",0,0,0.0028854,0,0.0044621,0,0,0.0009262,0,0,0,0,0,0.0021704,0,0,0.0070595,0,0,0,0.0696824,0,0,0,0,0,0.0033653,0.0073678,0,0.0051518,0.0029355,0,0,0,0,0,0,0,0.0037159,0,0,0,0,0,0,0,0,0,0,0,0,0.0026893,0,0,0,0.0133543,0,0,0.0020529,0.0016729,0,0,0.0050068,0.0030407,0.0023219,0,0.0036367,0.0023097,0,0.011025,0,0,0.0169895,0,0,0,0,0,0,0,0,0,0.0018712,0,0,0,0,0,0,0,0.0034182,0,0.0058152,0,0.002621,0,0,0,0,0,0,0,0,0,0.0020304,0.0015315,0,0,0,0,0.0008406,0,0,0,0,0,0.0006039,0.00343,0.0017351,0.0009386,0,0,0,0,0,0.001756,0.0029936,0,0,0,0,0,0,0,0,0,0.0186521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subdoligranulum_unclassified",0.0207848,0.0448844,0.0144256,0.0026967,0.0235076,0.0001011,0.0001086,0.003848,0.007733,0.0708831,0.0020446,0.0027576,0.0232656,0.125388,0.0276447,0.0855291,0.0423191,0.0046436,0.0059405,0.0134282,0.143018,3.56e-05,0.0741361,0.0250537,0.0458754,0.0773439,0.0281344,0.0493322,0.0786102,0.128779,0.0759778,0.0110657,0.198644,0.008417,0.10897,0.117767,0.0579764,0.0027905,0.0752737,0.0325795,0.013536,0.0671288,0.0004957,0.0025674,0.0001314,0.0273341,0.0174256,6.7e-05,0.0002673,0.0001719,0.0082241,0.0875172,0,0.0141071,0.0001595,0.134106,0.0007647,0.0344836,0.0218456,0.050964,4.27e-05,0.0044101,0.0148709,0.0264323,0.0113143,0.0278882,0.0409732,0.174375,0.0091756,0.0078146,0.004808,0.0019169,0.131393,0.100067,0.0029628,0.0134486,0.0157643,0.0255813,0.0528384,0,0.120197,0.0318423,0.0733018,0.0224944,0.0355175,3.01e-05,9.57e-05,0.0004978,0.0256106,0.0051217,0.0124646,0.0252657,0.116403,0.0003135,0.0159199,0.0146749,0.0052864,0.168759,7.84e-05,0.0076215,0.0019961,0.0111391,0.0864448,0.0201534,0.0383094,0.0516455,0.0598646,9.33e-05,0.0808435,0.0006514,0.0250425,0.0006145,0.0212448,0.167676,0.0475349,0.0030797,0.0831397,0.0268046,0.0435753,0.0691337,0.0258564,0.0653058,0.0267785,0.0206297,0.0015879,0.09919,0.0697451,0.000937,9.68e-05,0.0014355,8.58e-05,0.0002257,0.0009844,0.0104333,0.0005427,0.0252399,0.048997,2.72e-05,0.0176954,0.0067355,1.61e-05,0.0752519,0.0184487,0.0525467,9.54e-05,0.0564699,0.0004405,0.028087,0.0198381,0.0003088,0.045935,0.006557,0.0054018,0.0208207,0.0340114
"Catenibacterium_mitsuokai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068515,0.0205403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060969,0,0,0,0,0,0,0,0,0,0,0,0,0.0104814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054983,0,0,0,0
"Coprobacillus_unclassified",0.0021139,3.16e-05,1.38e-05,0.0009193,0.0002237,0.0008606,8.6e-06,0.0005802,0.0004147,0.0019299,7.3e-06,0,0,2.35e-05,0.0003473,0,5.73e-05,0.0019068,0.0007983,0,0.0039957,2.7e-06,0,0,1.25e-05,0,0.0015946,4.9e-06,0,0.0015315,0,0.0017716,0,8.09e-05,0,0.0003149,0,5.17e-05,0.0007198,0,0.0009395,0,0.0015899,0.0008042,0,0.0216624,0,0,0.003041,0.0007159,6.93e-05,0,0.0014596,0.0019244,0.0035969,0.0067518,0,0.0008818,2.8e-06,3e-06,0,0.0028528,0.0030945,0.0899104,0.0004714,0,0,0,0,0.0003091,0.0014208,0.0036327,0,4.31e-05,3.51e-05,0,0.0010372,0.0001646,0.0031145,0,0,0.0133456,4.53e-05,0,0.0013196,0,0.0079344,0.0826729,0.0059589,0,0.0002923,0,0.0001403,0.0075845,0.0004066,0,0.0047919,0,0.0644038,0.0006121,0.0170295,0,0,0.0010794,3.82e-05,7.48e-05,1.22e-05,0,1.59e-05,0.0026398,3.9e-06,0.0015673,1.08e-05,0,0.0001408,2.45e-05,7.3e-06,0.0326476,0.0065827,0.0008484,3.12e-05,0,0.0003284,0.0001451,8.26e-05,0.002392,0.0038536,0.0037331,0,0.0206412,0.0001354,0.0168221,1.32e-05,0.0003436,0,0.0003037,0.025271,3.5e-06,0,0.0018335,7.86e-05,0,0,0,0.0720034,0,0.0017548,0,0,0.0108523,0,0.0002103,0,0,0.0028077
"Clostridium_ramosum",0.0023059,0,0,0.0006279,5.93e-05,0.0003522,0,0.000254,4.48e-05,0.0323707,0,0,0,5.9e-06,9.37e-05,0,0,0.0008561,0.0002051,0,0.0012284,0,0,0,0,0,0.0009805,0,0,9.8e-05,0,0,0,0,0,2.11e-05,0,0,0.0002377,0,0.0002565,0,0.0010045,6.01e-05,0.0054706,0.0042844,0,0,0.0002283,0.0108526,0,0,1.42e-05,0.0008509,0.0008292,0.0012304,0,0.0014639,0,0,0,0.0003508,0.0018652,0.0134342,0.0002277,0,5.1e-05,0,0,0,0.0003996,0.0014808,1.73e-05,0,0,0,0.0001705,1.12e-05,0,0,0,0.002194,0,0,0,0,0.0044669,0.021454,0,0.48466,0,0,0,0.002407,8.5e-05,0,2.8e-05,1.21e-05,0,9.08e-05,0.0108242,0,0,0.0002577,0,3.13e-05,0,0,0,0.0008983,0,0.0020828,0,0,8.1e-06,0,0,0.0022136,2.9e-06,0.0007699,0,0,7.9e-05,0.0006132,0.0001874,0.0021155,0.0006864,0.0036743,0,6.5e-06,1.08e-05,0.0218766,0,0.0001195,0,0.0001123,0,0,0,0,0,0,0,0,0.0361805,0,0.0008863,0,0,0.0059797,0,0,0,0,0.000676
"Clostridium_spiroforme",0,0,0,0,0,0,0,0,0,0,0,0,0.0011146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043323,0,0,0,0,0,0,0,0,0,0.004071,0,0,0,0,0,0.0122218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011767,0.0098443,0,0,0,0,0.0011122,0.0008056,0,0,0,0,0,0.0059173,0,0.0104219,0.0035739,0,0,0,0,0.0013413,0,0,0,0.0012897,0.0010592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelotrichaceae_bacterium_21_3",1.07e-05,4.43e-05,0.0001627,0.0001372,0.00011,0.0009759,0,0,4.08e-05,0.0018248,0,8.27e-05,0.0001469,5.77e-05,0,7.37e-05,0,0,0.0002681,0,0.0002756,0,0,0,6.85e-05,0,0.0001453,6.82e-05,8.14e-05,0.0002827,0.0002797,0,2.12e-05,0,5.03e-05,0.0001652,6.63e-05,0,0,0,0.0002755,0,0,0,0,0.0011371,2.83e-05,0,0,0,0,3.1e-06,0.0573291,5.51e-05,0,0.0001402,0,0,7.04e-05,2.82e-05,0,6.43e-05,0.00193,0.0021088,4.3e-06,3.51e-05,0,0.0001327,0,0.0022747,7.21e-05,0.013467,0.0001802,0.0002422,0,0,0,0,0,0,0,0.0041638,4.39e-05,7.69e-05,7.24e-05,0,0.0025208,0.0023104,0,0,3.45e-05,7.9e-05,0,5e-06,0,0,0.0005936,0.0002224,0,3.19e-05,2.17e-05,0,2.7e-05,0.0002127,0.0003106,4.6e-05,0,0,6.55e-05,4.43e-05,1.1e-05,0.0043021,3.9e-06,0,4.3e-05,0,1.71e-05,3.73e-05,0.0001299,0.000418,2.1e-06,4.55e-05,0,8.8e-06,5.6e-06,0.0024587,5.4e-06,0,0,0,0,0.0004749,0,0.0001948,0,6.33e-05,2.1e-06,0,0.0001395,0,0.0001216,7.49e-05,0,0.0001773,0,1.19e-05,6.71e-05,7.15e-05,0,0,0,0,0,0,0.0005133
"Erysipelotrichaceae_bacterium_2_2_44A",0.0001335,2.58e-05,0.0001276,0,9.96e-05,0.0033271,0,1.38e-05,2.53e-05,0,5.3e-06,6.04e-05,0,8.74e-05,1.1e-05,1.41e-05,0,0,0,8.61e-05,0.0002436,1.9e-05,5.08e-05,3.38e-05,0.0001285,0,0,5.21e-05,0,0.0002449,6.39e-05,0,0.0001691,0,3.6e-06,6.69e-05,0.0002584,6.8e-06,0.000119,0,0.0002949,0,8.56e-05,5.59e-05,0,1.47e-05,0,0,0,0,0,0,0.0048736,0.0003049,0.0005045,3.21e-05,0,0,0.0001267,1.48e-05,0,3.17e-05,0,0.0002194,0.0001187,0.0001569,0,0.0002541,0,0.0002401,3.45e-05,0,1.38e-05,0,0,0,1.77e-05,0,0,0,0,0.0003665,7.01e-05,0.0001236,0,0,3.32e-05,0.0073096,0,0,0.0002766,4.66e-05,0,0,2.06e-05,0,0.0007967,5.26e-05,0,9.86e-05,0,0,0,0,2.92e-05,1.33e-05,0,0,4.2e-05,1.2e-05,0,0,8.43e-05,0,2.33e-05,0,1.12e-05,0.0022106,0.0001147,6.7e-06,0,0,4.08e-05,0,0,0.0002276,1.32e-05,0.0002268,0,0,0,0.0001588,0,3.15e-05,0,1.19e-05,5.83e-05,0,3.55e-05,0,7.6e-05,3.32e-05,0,7.25e-05,0,6.23e-05,0,0,0,0.0016337,9.8e-06,0,0,0,0.0001981
"Erysipelotrichaceae_bacterium_3_1_53",0.0009988,0,3.75e-05,0,0,0,0,0,0,0,0.0001556,0.0019621,0,0.0002551,0.000508,0,0,0,0.0006647,0,0.0002219,0,3.1e-06,0,0,0,0,0,1.2e-05,0.0006087,0,0,0,0,0,0,0.0011666,0,0,0,0,0,0,9.4e-06,0,0.0011021,0,0,0,0,0,0,0,0,0,0,0,0,8.84e-05,0,0,0,0,0.000575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58e-05,0,0.0003448,0.002361,0,0,0,0,3.62e-05,0,0,0.000361,0,0,0.0002693,0,0,0,0,0.0010784,0,0,0,0,4.3e-06,0.0002112,3.21e-05,0,0,0,9.2e-06,0,0,0,0,0,0,0,0,0,0,0,2.84e-05,0,0.0002518,5.2e-06,0.0007727,0,0,0,0,0,9.3e-06,0.0001301,0,0.0005353,0.0018104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39e-05
"Erysipelotrichaceae_bacterium_5_2_54FAA",0,6.6e-05,0,0.0046009,9.24e-05,0,0,0,0.0002005,0,0,0,6.4e-06,1.43e-05,0,0,0,0,0,0,0.000227,0,0,0,0.0002043,0,6.3e-06,0.0001186,0,0.0001016,0,0.0086139,0,0,7.5e-06,0,0,0,0,0,0,0,0,0,0,0.0148242,0,0,0,0,0,0,0,0,0,2.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001677,0,0,0,0,0,0,0.0240123,0,0.0058447,0.0019274,0,0,0,0,0,0.006929,0,0,0,0,0,0,0,0,0,0,0,0.0025455,0,0.0001201,0,0,3.1e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.98e-05,0,0,0,2.75e-05,6.22e-05,0,0,4.7e-06,0,0,0,0,0,0,0,0,0,0.0034224,0,0,0,0,0,0,0,0,0.0001216,0.0002996,0,0,0,0,0,0,0,0
"Erysipelotrichaceae_bacterium_6_1_45",0,0,8.95e-05,0,0.000145,0,0,0.0003516,0,0.0005871,0,0.0001128,0.0008221,0.0002561,0.0001311,0.0004293,3.01e-05,0.0001728,0,1.13e-05,0.0004886,0,6.16e-05,0.000206,5.79e-05,0,0,0.0001993,1.78e-05,0.0002466,8.39e-05,0,0.0002169,0,8.04e-05,0.0002749,0.0001034,2.03e-05,0.0001358,1.29e-05,0.0001084,6.58e-05,0,0.0012457,0,0,0,0,0,0,0,4.7e-05,0.000104,2.47e-05,0,6.38e-05,0,7.62e-05,0.0001261,0.0001355,0,0.0001197,0.0033848,0.0003542,7.99e-05,0.0001811,0,0.0001458,0,0.0007445,7.75e-05,0,0.0001705,0,0,0,0.0007044,0,0,0,0.001075,0.0036772,8.92e-05,0.0004231,0,0,0,0.0005806,0.0198242,0,0.0002752,0,4.74e-05,0,2.02e-05,0,0.0002652,0.0011954,0,0.0001451,0,0,7.8e-06,2.92e-05,9.3e-06,6.58e-05,3.2e-05,0,0,0.0001177,2.41e-05,0,3.86e-05,0,2.48e-05,0,2.69e-05,0.0017244,5.54e-05,2.87e-05,2.86e-05,2.13e-05,1.01e-05,0.0001481,0.0001118,5.22e-05,0.0005868,0,0,0,0,0,1.16e-05,0.0001381,0,2.1e-06,0.000103,0,0,0,0,0,0,7.14e-05,0,0.0012066,0.0003655,1.09e-05,0,3.24e-05,3.1e-06,0.000104,0,0,0.000288
"Eubacterium_biforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034589,0.0473155,0,0,0,0,0.0003933,0,0,0.0025108,0,0,0,0,0,0,0,0,0.0263704,0,0,0,0,0.0064043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042335,0,0,0.0203821,0,0,0,0,0,0,0,0,0,0.0020608,0.0246031,0,4.6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0119546,0.0004408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027759,0,0,0,0,0,0,0,0.0051595,0,0,0,0
"Eubacterium_cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399222,0,0,0,0.001525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001991,0,0,0,0,0,0,0,0,0.0008095,0.0090953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001308,0,0,0,0,0.0112636,0,0,0,0,0.0049795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096719,0.0003761,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_dolichum",0,0,0,0.0057588,6.3e-05,0,0,0.0010958,0.0001478,0,0,0,0,0,0,0,1.15e-05,0,0,0.0006147,0.000265,0,0,3.92e-05,0,0,0.000203,2.74e-05,0,9.94e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0007722,0,0,0,0,0,0,0,0,0,0,0,0,0.0004752,0,0,0,0,0,0,0,0.0066733,0,0,0,0.0002804,0,0,0.000638,0,0,0,0,0,0,0,0.0008373,0,0,0.0006194,0,0.0001231,0,0,0,0,0,0,0,0,0,0,0.0002901,0,0.0001945,0.0009515,0,0.0005458,0,0,0,0,0,1.83e-05,0,0,0,0.0018771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002912,0,0,0.0224682,0,0,0,0,0,0,0.0003389,0,0,0,0,0,0,0,0,0.0013038,0,0.0003601,0
"Holdemania_filiformis",0.0008941,0.0004349,0.0006439,0.0008419,0,0,0,0,0.0002789,0,0,0.0002343,0.0005649,0.001469,0,0.0001187,0.0004688,0.0018955,0,0.0004537,0.0001608,0,0,0.0015328,0.0005061,0.0005475,0.000401,0.0004298,0.0004785,0.004592,0.0001043,0,0.0004146,5e-06,0.0001913,0.0008799,0.0003429,7.74e-05,0,0.000226,0,1.71e-05,0,0.001869,0,0,2.99e-05,0,0,0,0.0003531,0.0004765,0,0.0001929,0,0.0018052,0,0.0006268,0.0002813,0.0001778,0,0.0002581,0.0003139,0.0002993,0,3.92e-05,0.0004226,0.0008386,0,0,0.0001455,0,0.0009717,0.0011328,0,0,0,0,0,0,0.0001293,0.0009151,4.26e-05,8.93e-05,0,0,0,0,0,0,0.0013199,0,0.0014363,0,0.0003534,0.0029358,0,0.0012256,0,0,0,0,0.000612,0.0012208,0,0.001217,0.0011387,0,0,0.0001898,0.0002015,0,0,0.0003156,0.0001969,3.43e-05,0.0005979,0,0.0015589,0.000299,9.75e-05,0,0.0007021,0.0014164,0.000358,0.0006312,0.0009962,0,0,0,0,0,0,0.0003634,0,0.0031424,0.000652,0,0.0010998,0,0,0,1.34e-05,0.0007223,0,0.0006418,0.0006709,0.0003921,0,0.0026358,7.9e-06,0.0173302,0,0.0011686,0.0001724
"Holdemania_unclassified",0.0006894,6.97e-05,0.0007583,0,0,0,0,0,4.15e-05,0,0.0002056,0.000125,0.0004288,0.0001134,0,0,0,0,0,0,0.000568,0,0.000324,0,0.0004673,0.0002553,0.000206,0,6.77e-05,0,0,0,0.0001879,2.7e-05,0.0001742,0,0.0002705,0,0.0001577,0,2.61e-05,1.25e-05,0,0,0,0,0.000225,0,0,0,0,0,0,0.0003583,0,0,0,0,1.21e-05,9.1e-06,0,0.000351,0.0004306,0.000466,0,5.6e-06,0,0,0,0.001727,0,0,0,0,0,0,0,0,0.0001444,0,0,0.0008091,0.0002547,0,0.0047326,0,0,0,0,0,0,4.11e-05,0.001137,0,0,0,0,0,0,0,0,0,0.000285,0.0013929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7e-06,9.62e-05,0,0,0,0,0.0010518,0,0,0,0,0,0,0,0,0.0028886,0.0005292,0,0,0,0,0,2.88e-05,0,0,0,0.0009437,0.0001097,0,0,0.000147,0,3.84e-05,0,0.0004211
"Turicibacter_unclassified",0,0.0016804,9.82e-05,0,0,0,0,0,0,0,0.0006567,0.0001008,0.0004896,0,0,0,0,0.0011428,0,7.16e-05,8.24e-05,0,0,0,0,2.26e-05,0.0002585,0.0001023,2.49e-05,5.81e-05,0,0,0,0.0011563,0,0.000184,3.94e-05,0,0,0,0,0.0004177,0,0,0,0,1.84e-05,0,0,0,0,0,0,0,0,0,0,0,4.39e-05,4.64e-05,0,0,0,0.0003646,0.0003851,0.0003108,0,0.0005691,0,0,0,4.67e-05,0,0,0,0,0,0,0,0,0,1.96e-05,0.0001434,0,0,0,0,0,0,0,0.0001933,0,0.0001168,0,0,0,0,0,0,0,0,0,3.27e-05,0,7.9e-06,0.0001419,0.001788,0,0,9.88e-05,0,0,0,5.4e-06,0,0,0,7.38e-05,0,5.86e-05,0,0.0002358,1.77e-05,0,0,0,0,0.000106,0,0,0,0,0.0107888,0,0,0.0002425,0,0,0,0,0,0,0,0.0006358,0,0,0.0001071,0,0,3.42e-05,0,0.000187,0,0.0001824,0
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222388,0,0,0,0,0,0,0.0141088,0,0,0,0,0.0217586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008869,0,0,0,0,0,0,0,0,0,0.0045645,0,0,0,0,0,0,0,0.0008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-06,0,0,0.0135002,0,0,0,0.0004884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015937,0.0032266,0,0,0,0
"Acidaminococcus_unclassified",0,7.6e-06,1.99e-05,4.56e-05,5.18e-05,1.02e-05,9.2e-06,1.22e-05,3.53e-05,0.0008428,0.0086088,0,9.9e-06,0,1.71e-05,0,8.5e-06,0.0450637,0,0,2.54e-05,0.223179,0,0,0,0,0,0,0,0,0,0.0019254,0.0007303,0,0,0,0,0,0,0,0,0.0130136,3.68e-05,4.71e-05,4.24e-05,3.2e-05,0,0.223939,2.91e-05,5.08e-05,0,0,0,0,0,1.64e-05,7.28e-05,0,0.0264308,0.0283672,1.18e-05,2.09e-05,4.07e-05,4.81e-05,0.0629423,0,0,0.0300722,0.0016798,0.0702836,0.0507448,0,6.59e-05,0.0001018,0.0059067,0,0.0588408,0.0162199,3.66e-05,0,0,0,0,0,0.0005411,9.1e-06,0.0012463,0.0001055,8.1e-05,5.63e-05,3.95e-05,0,0,2.32e-05,2.76e-05,0,0.0066746,0,2.3e-05,0,3.19e-05,0,0,0,0,6.4e-06,1.27e-05,3.5e-06,6.8e-06,8.3e-06,7.4e-06,0,2.81e-05,1.51e-05,9e-06,8e-06,3.5e-06,1.02e-05,8.8e-06,1.48e-05,2.5e-06,0,8.5e-06,0,0.0525272,3.01e-05,6.9e-06,2.37e-05,0,3e-06,4e-06,9.5e-06,2.5e-06,0.13285,0,6.5e-06,0,5.9e-06,0,0,0,0,0,0,0,0,0,0,0,0.036524,0,0,0,0,0
